id(T),xyz(T),lane_type(L),lane_color(L)
70,429845.166 4414853.958 59.647 429849.655 4414850.916 59.599 429853.820 4414848.082 59.564 429857.929 4414845.286 59.537 429862.048 4414842.483 59.498 429866.194 4414839.656 59.469 429870.316 4414836.858 59.441 429874.452 4414834.063 59.411 429878.557 4414831.269 59.380 429882.710 4414828.424 59.344 429886.871 4414825.581 59.306 429891.074 4414822.725 59.268 429895.143 4414819.942 59.231 429899.243 4414817.136 59.191 429903.375 4414814.325 59.153 429907.530 4414811.520 59.115 429911.679 4414808.709 59.083 429915.779 4414805.901 59.044 429919.904 4414803.080 58.998 429924.049 4414800.266 58.959 429928.176 4414797.472 58.925 429932.305 4414794.651 58.883 429936.419 4414791.864 58.854 429940.560 4414789.054 58.813 429944.679 4414786.240 58.768 429948.815 4414783.441 58.732 429952.934 4414780.629 58.698 429957.043 4414777.824 58.662 429961.130 4414775.035 58.624 429965.251 4414772.212 58.587 429969.403 4414769.397 58.552 429973.551 4414766.550 58.521 429977.683 4414763.759 58.490 429981.807 4414760.953 58.462 429985.967 4414758.135 58.433 429990.108 4414755.301 58.402 429994.229 4414752.486 58.374 429998.364 4414749.665 58.347 430002.506 4414746.850 58.327 430006.660 4414744.034 58.308 430010.776 4414741.229 58.289 430013.248 4414739.566 58.279 430013.347 4414739.492 58.320 430047.899 4414715.966 58.141 430052.040 4414713.141 58.130 430056.190 4414710.320 58.123 430060.373 4414707.470 58.119 430064.478 4414704.685 58.113 430068.610 4414701.884 58.108 430072.743 4414699.098 58.108 430076.849 4414696.293 58.104 430080.992 4414693.504 58.102 430085.135 4414690.740 58.105 430089.314 4414687.995 58.105 430093.517 4414685.284 58.102 430097.728 4414682.606 58.109 430101.924 4414679.927 58.109 430106.164 4414677.262 58.113 430110.430 4414674.620 58.126 430114.694 4414672.006 58.137 430118.947 4414669.419 58.143 430123.234 4414666.847 58.150 430127.507 4414664.304 58.162 430131.808 4414661.779 58.164 430136.181 4414659.243 58.174 430140.541 4414656.735 58.187 430144.929 4414654.249 58.209 430149.331 4414651.798 58.225 430153.694 4414649.379 58.241 430158.074 4414646.957 58.254 430162.484 4414644.536 58.260 430166.809 4414642.143 58.271 430171.198 4414639.654 58.281 430175.440 4414637.002 58.289 430179.634 4414634.250 58.293 430183.780 4414631.487 58.299 430188.024 4414628.769 58.309 430192.378 4414626.330 58.308 430196.755 4414623.927 58.307 430201.105 4414621.533 58.308 430205.505 4414619.086 58.286 430209.872 4414616.699 58.238 430214.282 4414614.272 58.241 430218.627 4414611.903 58.253 430223.039 4414609.480 58.248 430227.353 4414607.137 58.252,2,
71,429800.126 4414345.925 58.373 429795.158 4414346.907 58.391 429790.211 4414347.929 58.400 429785.363 4414348.917 58.424 429780.458 4414349.906 58.453 429775.542 4414350.904 58.463 429770.554 4414351.904 58.470 429765.685 4414352.890 58.491 429760.777 4414353.874 58.507 429755.876 4414354.898 58.501 429751.197 4414355.814 58.537,2,
72,429929.708 4414319.692 57.947 429924.795 4414320.675 57.955 429919.892 4414321.660 57.971 429915.038 4414322.642 57.977 429910.192 4414323.618 57.992 429905.236 4414324.639 58.004 429900.295 4414325.634 58.023 429895.449 4414326.632 58.038 429890.504 4414327.614 58.055 429885.711 4414328.581 58.071 429880.731 4414329.591 58.088 429875.852 4414330.572 58.107 429870.948 4414331.573 58.125 429866.052 4414332.569 58.139 429861.163 4414333.542 58.158 429856.254 4414334.545 58.170 429851.326 4414335.537 58.191 429847.584 4414336.268 58.206 429846.761 4414336.472 58.209 429838.460 4414338.117 58.221 429831.061 4414339.935 58.257 429826.351 4414341.617 58.266 429821.710 4414343.439 58.270 429816.980 4414345.103 58.273 429812.183 4414346.535 58.281 429807.339 4414347.830 58.299 429802.428 4414348.987 58.319 429801.350 4414349.200 58.326 429800.979 4414349.256 58.324 429793.034 4414350.880 58.348 429781.607 4414353.229 58.392 429776.744 4414354.250 58.404 429771.929 4414355.243 58.420 429768.629 4414355.877 58.427 429765.896 4414356.440 58.438 429751.940 4414359.233 58.488,2,
73,429928.551 4414312.708 58.009 429928.076 4414312.864 58.015 429923.141 4414313.838 58.071 429918.190 4414314.827 58.089 429913.341 4414315.828 58.107 429908.384 4414316.819 58.129 429903.511 4414317.811 58.141 429898.568 4414318.799 58.153 429893.677 4414319.793 58.165 429888.728 4414320.815 58.183 429883.924 4414321.791 58.196 429879.025 4414322.776 58.212 429874.124 4414323.768 58.227 429869.174 4414324.749 58.244 429864.352 4414325.741 58.257 429859.415 4414326.720 58.274 429854.551 4414327.713 58.285 429850.109 4414328.635 58.293 429843.526 4414329.966 58.315 429838.583 4414330.953 58.328 429833.653 4414331.953 58.351 429828.704 4414332.961 58.371 429828.063 4414333.131 58.372 429825.930 4414333.528 58.378 429820.983 4414334.543 58.409 429815.964 4414335.556 58.422 429810.982 4414336.571 58.447 429806.113 4414337.548 58.468 429801.292 4414338.518 58.485 429796.382 4414339.547 58.504 429795.221 4414339.826 58.504 429782.458 4414342.363 58.559 429777.166 4414343.429 58.581 429762.902 4414346.228 58.623 429749.786 4414348.880 58.668,2,
74,429748.824 4414345.345 58.584 429753.788 4414344.357 58.577 429758.688 4414343.351 58.530 429763.610 4414342.350 58.543 429768.530 4414341.361 58.525 429773.472 4414340.356 58.506 429778.309 4414339.376 58.490 429783.239 4414338.361 58.467 429788.160 4414337.348 58.444 429793.022 4414336.366 58.422 429797.918 4414335.375 58.406 429802.804 4414334.366 58.383 429807.697 4414333.402 58.370 429812.641 4414332.388 58.345 429817.560 4414331.387 58.329 429822.456 4414330.396 58.312 429823.656 4414330.148 58.308 429828.601 4414329.159 58.293 429833.481 4414328.157 58.272 429838.412 4414327.169 58.257 429843.293 4414326.167 58.238 429848.207 4414325.172 58.235 429853.098 4414324.192 58.218 429857.915 4414323.214 58.204 429862.763 4414322.221 58.194 429867.647 4414321.226 58.182 429872.527 4414320.245 58.169 429877.479 4414319.250 58.154 429882.370 4414318.266 58.142 429887.299 4414317.251 58.133 429892.211 4414316.252 58.119 429897.042 4414315.306 58.114 429898.716 4414314.935 58.102 429900.226 4414314.639 58.102 429905.125 4414313.657 58.086 429910.114 4414312.642 58.072 429914.957 4414311.654 58.053 429919.874 4414310.685 58.041 429924.444 4414309.754 58.008 429927.774 4414309.070 57.960,2,
75,429799.468 4414342.509 58.410 429786.674 4414345.091 58.476 429771.452 4414348.210 58.519 429750.590 4414352.351 58.601,2,
76,429746.610 4414335.058 58.403 429751.752 4414333.990 58.403 429754.857 4414333.365 58.403 429759.790 4414332.413 58.385 429763.633 4414331.610 58.367 429768.097 4414330.749 58.350 429772.950 4414329.709 58.333 429777.805 4414328.727 58.308 429782.890 4414327.674 58.286 429787.803 4414326.698 58.271 429792.696 4414325.697 58.255 429797.519 4414324.704 58.233 429802.440 4414323.718 58.211 429807.378 4414322.915 58.189 429810.206 4414322.565 58.212,2,
77,429878.010 4414315.599 58.073 429881.087 4414314.920 58.050 429886.202 4414313.891 58.045 429892.441 4414312.644 58.103 429913.213 4414308.464 57.975 429918.111 4414307.457 57.949 429921.333 4414306.865 57.932 429922.702 4414306.509 57.923 429926.431 4414305.749 57.888 429927.031 4414305.566 57.936,2,
78,429877.339 4414312.148 58.105 429914.444 4414304.609 57.966 429926.153 4414302.115 57.878,2,
79,430007.188 4414300.299 57.661 430002.282 4414301.359 57.656 429997.392 4414302.387 57.675 429992.455 4414303.386 57.686 429987.556 4414304.380 57.696 429982.629 4414305.376 57.715 429977.720 4414306.371 57.742 429972.803 4414307.376 57.767 429967.929 4414308.347 57.781 429967.114 4414308.528 57.780,2,
80,430122.971 4414270.218 57.453 430123.123 4414270.373 57.445 430127.001 4414273.470 57.453 430130.881 4414276.653 57.471 430134.636 4414279.900 57.502 430138.378 4414283.276 57.528 430142.055 4414286.678 57.563 430145.605 4414290.137 57.594 430149.056 4414293.623 57.625 430152.510 4414297.228 57.671 430155.894 4414300.917 57.710 430159.191 4414304.664 57.737 430162.441 4414308.460 57.773 430165.612 4414312.370 57.804 430168.708 4414316.273 57.840 430171.725 4414320.282 57.873 430174.685 4414324.351 57.913 430177.521 4414328.455 57.954 430179.239 4414330.968 57.979 430181.955 4414335.175 58.013 430184.602 4414339.447 58.050 430187.162 4414343.756 58.095 430189.623 4414348.114 58.132 430192.014 4414352.506 58.171 430194.306 4414356.940 58.201 430196.559 4414361.456 58.237 430198.709 4414365.958 58.276 430200.744 4414370.517 58.316 430202.684 4414375.147 58.341 430204.563 4414379.827 58.373 430206.328 4414384.500 58.408 430207.987 4414389.206 58.446 430209.563 4414393.925 58.478 430211.052 4414398.690 58.509 430212.471 4414403.502 58.529 430213.800 4414408.328 58.557 430215.101 4414413.159 58.570 430216.285 4414418.036 58.583 430217.448 4414422.866 58.599 430218.552 4414427.739 58.606 430219.290 4414431.214 58.613 430219.397 4414431.595 58.623,2,
81,430116.996 4414274.423 57.385 430118.492 4414275.578 57.320 430122.441 4414278.740 57.301 430126.292 4414281.899 57.321 430130.084 4414285.192 57.326 430131.664 4414286.649 57.374 430135.363 4414290.052 57.403 430139.009 4414293.468 57.435 430142.566 4414296.991 57.487 430146.058 4414300.612 57.523 430149.431 4414304.238 57.560 430152.766 4414307.954 57.592 430156.037 4414311.733 57.636 430159.193 4414315.568 57.672 430162.326 4414319.516 57.701 430164.814 4414322.767 57.743 430169.900 4414329.760 57.803 430172.752 4414333.910 57.843 430175.525 4414338.104 57.874 430176.575 4414339.835 57.883 430179.193 4414344.023 57.930 430181.716 4414348.370 57.973 430182.128 4414349.036 57.979 430184.035 4414352.514 58.009 430186.434 4414356.988 58.058 430190.114 4414363.975 58.117 430192.759 4414369.835 58.161 430194.778 4414374.425 58.195 430196.693 4414379.044 58.225 430198.550 4414383.723 58.264 430200.263 4414388.381 58.295 430201.922 4414393.151 58.332 430202.682 4414395.402 58.347 430204.483 4414401.140 58.399 430205.248 4414403.721 58.425 430206.609 4414408.547 58.460 430207.903 4414413.376 58.488 430209.110 4414418.217 58.518 430210.266 4414423.044 58.549 430211.384 4414427.916 58.585 430211.497 4414428.415 58.587 430213.328 4414436.346 58.641,2,
82,430212.507 4414437.082 58.645 430211.571 4414432.407 58.581 430210.510 4414427.503 58.548 430210.011 4414425.423 58.526 430209.012 4414421.125 58.495 430207.816 4414416.329 58.466 430206.622 4414411.667 58.438 430205.306 4414406.823 58.403 430203.818 4414401.793 58.358 430203.352 4414400.307 58.337 430202.641 4414398.050 58.322 430201.521 4414394.497 58.280 430198.126 4414384.940 58.216 430196.299 4414380.254 58.175 430195.921 4414379.307 58.169 430194.585 4414376.156 58.148 430192.601 4414371.534 58.115 430190.519 4414367.028 58.076 430188.321 4414362.512 58.035 430186.039 4414358.019 58.002 430185.579 4414357.145 57.992 430184.617 4414355.348 57.978 430182.300 4414351.066 57.938 430179.772 4414346.693 57.896 430177.696 4414343.229 57.869 430176.697 4414341.575 57.849 430173.944 4414337.309 57.810 430172.555 4414335.247 57.795 430170.977 4414332.825 57.777 430168.107 4414328.714 57.738 430165.184 4414324.630 57.707 430162.163 4414320.630 57.660 430159.096 4414316.737 57.627 430155.925 4414312.909 57.590 430152.699 4414309.139 57.547 430149.355 4414305.412 57.514 430145.933 4414301.693 57.475 430144.186 4414299.805 57.455 430142.666 4414298.361 57.437 430139.190 4414294.840 57.393 430135.550 4414291.389 57.349 430131.906 4414288.017 57.320 430128.128 4414284.673 57.303 430124.344 4414281.464 57.298 430122.470 4414280.012 57.291 430121.114 4414278.933 57.339 430119.063 4414277.236 57.354 430116.253 4414274.869 57.390,2,
83,430205.821 4414393.775 58.389 430207.363 4414398.559 58.426 430208.773 4414403.340 58.453 430210.126 4414408.132 58.496 430211.393 4414412.954 58.520 430212.588 4414417.733 58.535 430213.738 4414422.576 58.559 430214.856 4414427.454 58.584 430215.952 4414432.359 58.611 430216.315 4414433.900 58.616 430216.360 4414434.043 58.632,2,
84,430206.407 4414441.856 58.582 430206.336 4414441.612 58.515 430205.321 4414436.756 58.486 430204.253 4414431.843 58.448 430203.846 4414430.287 58.433 430202.500 4414424.213 58.383 430201.342 4414419.347 58.341 430200.701 4414416.886 58.322 430198.911 4414410.039 58.264 430198.202 4414407.698 58.235 430194.904 4414396.869 58.205 430191.316 4414386.654 58.131 430190.744 4414385.293 58.043 430188.868 4414380.664 58.001 430186.892 4414376.061 57.967 430184.841 4414371.469 57.927 430182.660 4414366.935 57.882 430180.426 4414362.440 57.852 430178.078 4414358.011 57.817 430175.671 4414353.600 57.785 430173.769 4414350.327 57.746 430172.376 4414347.983 57.727 430169.720 4414343.754 57.682 430167.023 4414339.558 57.654 430164.210 4414335.431 57.615 430161.335 4414331.320 57.568 430158.381 4414327.282 57.539 430155.337 4414323.311 57.497 430152.163 4414319.371 57.453 430148.950 4414315.560 57.409 430145.640 4414311.821 57.371 430145.082 4414311.200 57.369 430143.844 4414309.841 57.346 430140.466 4414306.167 57.307 430137.001 4414302.599 57.280 430133.475 4414299.111 57.241 430132.405 4414298.065 57.230 430130.843 4414296.633 57.218 430127.152 4414293.253 57.194 430123.413 4414289.875 57.186 430119.643 4414286.638 57.201 430115.789 4414283.495 57.230 430111.927 4414280.390 57.288 430110.480 4414279.282 57.311 430110.252 4414279.124 57.401,2,
85,430144.451 4414305.243 57.385 430140.983 4414301.628 57.354 430137.455 4414298.080 57.323 430133.874 4414294.604 57.285 430130.125 4414291.178 57.252 430126.548 4414287.932 57.234 430122.791 4414284.707 57.239 430118.915 4414281.538 57.262 430115.013 4414278.393 57.299 430113.472 4414277.156 57.318 430113.230 4414276.969 57.398,2,
86,430228.283 4414474.881 58.801 430229.632 4414481.621 58.781 430230.171 4414484.348 58.799 430230.464 4414485.970 58.821 430231.450 4414490.855 58.809 430231.981 4414493.217 58.802 430232.192 4414494.573 58.801 430233.184 4414499.479 58.775 430234.164 4414504.381 58.744 430235.121 4414509.294 58.718 430236.109 4414514.197 58.681 430237.103 4414519.142 58.653 430238.073 4414524.054 58.619 430239.040 4414528.965 58.589 430239.500 4414531.168 58.579 430239.977 4414533.460 58.560 430240.916 4414538.350 58.526 430241.912 4414543.235 58.484 430242.012 4414543.787 58.476 430242.790 4414547.622 58.424 430243.790 4414552.578 58.356 430244.768 4414557.490 58.287 430245.739 4414562.323 58.209 430246.729 4414567.191 58.138 430247.687 4414572.091 58.107 430248.528 4414576.047 58.106 430249.676 4414581.403 58.162,2,
87,430242.386 4414584.656 58.195 430240.303 4414575.336 58.167 430239.335 4414570.411 58.196 430238.336 4414565.486 58.272 430237.377 4414560.614 58.349 430236.384 4414555.700 58.423 430236.209 4414554.999 58.429 430234.936 4414548.614 58.499 430233.985 4414543.667 58.566 430232.917 4414538.394 58.619 430232.122 4414534.458 58.668 430231.161 4414529.548 58.702 430230.169 4414524.607 58.730 430229.196 4414519.731 58.770 430228.222 4414514.765 58.800 430227.247 4414509.869 58.831 430226.259 4414504.895 58.850 430225.288 4414500.004 58.881 430225.055 4414498.897 58.883 430224.559 4414496.458 58.877 430223.595 4414491.508 58.890 430222.615 4414486.615 58.858 430222.273 4414484.948 58.850 430220.078 4414473.958 58.915,2,
88,430221.048 4414473.882 58.865 430222.180 4414479.843 58.865 430222.892 4414483.425 58.843 430223.147 4414484.572 58.847 430224.130 4414489.478 58.887 430225.102 4414494.382 58.873 430226.664 4414502.816 58.881 430227.668 4414507.693 58.850 430228.634 4414512.532 58.825 430229.594 4414517.455 58.793 430230.574 4414522.307 58.763 430231.557 4414527.264 58.729 430232.538 4414532.152 58.700 430233.003 4414534.493 58.686 430233.552 4414537.181 58.650 430234.532 4414542.113 58.593 430235.488 4414546.902 58.532 430235.808 4414548.624 58.512 430237.129 4414555.121 58.435 430237.723 4414558.044 58.394 430240.037 4414569.427 58.200 430240.825 4414573.578 58.181 430241.618 4414577.579 58.166 430243.112 4414584.296 58.166,2,
89,430235.526 4414587.549 58.192 430235.148 4414585.473 58.128 430234.183 4414580.596 58.124 430233.182 4414575.697 58.145 430232.205 4414570.805 58.186 430231.237 4414565.902 58.237 430230.270 4414560.972 58.313 430229.276 4414556.076 58.399 430228.979 4414554.531 58.418 430225.895 4414538.975 58.557 430224.893 4414534.079 58.581 430223.927 4414529.229 58.619 430222.945 4414524.316 58.654 430221.982 4414519.412 58.689 430221.002 4414514.566 58.714 430220.041 4414509.665 58.742 430219.091 4414504.801 58.768 430218.090 4414499.866 58.787 430217.127 4414494.936 58.780 430216.166 4414490.074 58.759 430215.148 4414485.015 58.740 430214.999 4414484.351 58.800,2,
90,430246.282 4414582.934 58.174 430246.181 4414582.496 58.157 430245.566 4414579.374 58.136 430244.590 4414574.505 58.138 430243.608 4414569.540 58.163 430242.635 4414564.653 58.226 430241.648 4414559.759 58.306 430240.655 4414554.873 58.376 430239.678 4414549.947 58.441 430238.290 4414543.112 58.543,2,
91,429966.414 4414304.986 57.492 429980.205 4414302.313 57.492 429984.872 4414301.359 57.492 429989.732 4414300.372 57.492 429994.595 4414299.378 57.492 429999.468 4414298.358 57.492 430004.429 4414297.299 57.492 430009.260 4414296.215 57.492 430019.639 4414293.931 57.492 430031.164 4414290.854 57.492 430040.934 4414287.601 57.492 430049.810 4414284.478 57.492 430055.358 4414282.237 57.492 430062.190 4414279.384 57.492 430068.024 4414276.811 57.492 430072.299 4414274.657 57.492 430076.302 4414272.526 57.492 430080.991 4414269.949 57.492,2,
92,430015.690 4414301.953 57.766 430001.795 4414305.013 57.766 429985.065 4414308.542 57.766 429967.694 4414312.051 57.766,2,
93,430088.244 4414274.366 57.824 430079.193 4414278.981 57.824 430063.131 4414286.413 57.824 430045.582 4414293.215 57.824 430035.622 4414296.673 57.824,2,
94,429965.726 4414301.436 57.492 429979.499 4414298.767 57.492 429984.150 4414297.816 57.492 429989.010 4414296.829 57.492 429993.862 4414295.837 57.492 429998.720 4414294.820 57.492 430003.656 4414293.767 57.492 430008.476 4414292.685 57.492 430018.784 4414290.417 57.492 430030.125 4414287.389 57.492 430039.522 4414284.260 57.492 430040.152 4414284.043 57.492,2,
95,429965.003 4414297.706 57.492 429978.757 4414295.040 57.492 429983.391 4414294.092 57.492 429988.251 4414293.105 57.492 429993.093 4414292.116 57.492 429997.934 4414291.102 57.492 430002.843 4414290.055 57.492 430007.651 4414288.976 57.492 430017.885 4414286.724 57.492 430029.034 4414283.747 57.492 430038.532 4414280.585 57.492 430047.189 4414277.539 57.492 430052.540 4414275.377 57.492 430059.265 4414272.569 57.492 430064.857 4414270.103 57.492 430068.888 4414268.072 57.492 430072.774 4414266.003 57.492 430077.419 4414263.450 57.492,2,
96,429405.354 4414422.157 59.408 429399.449 4414423.967 59.427 429390.812 4414426.777 59.499 429385.170 4414428.703 59.525 429376.745 4414431.904 59.554 429371.331 4414434.162 59.579 429363.077 4414437.871 59.621 429357.745 4414440.502 59.643 429349.731 4414444.677 59.681 429344.583 4414447.596 59.703 429336.900 4414452.330 59.740 429331.905 4414455.513 59.769 429324.557 4414460.663 59.819 429319.833 4414464.117 59.855 429312.711 4414469.744 59.910 429308.162 4414473.536 59.925 429301.478 4414479.531 59.964 429297.211 4414483.604 59.997 429290.813 4414489.998 60.048 429286.670 4414494.446 60.080 429280.815 4414501.158 60.109 429277.118 4414505.695 60.141 429271.607 4414512.847 60.186 429268.148 4414517.599 60.210 429262.992 4414524.974 60.256 429259.682 4414529.912 60.289 429254.593 4414537.463 60.337 429251.294 4414542.351 60.364 429246.237 4414549.861 60.403 429242.900 4414554.777 60.427 429237.867 4414562.257 60.457 429234.539 4414567.235 60.479 429229.528 4414574.623 60.520 429226.222 4414579.525 60.548 429221.208 4414586.970 60.579 429217.865 4414591.868 60.608 429212.815 4414599.342 60.653 429209.426 4414604.341 60.685 429204.443 4414611.747 60.729 429201.181 4414616.589 60.753 429196.106 4414624.111 60.791 429192.769 4414629.016 60.819 429187.747 4414636.452 60.857 429184.361 4414641.452 60.880 429179.300 4414648.932 60.936 429176.006 4414653.828 60.967 429170.947 4414661.334 60.998 429167.677 4414666.152 61.022 429162.609 4414673.669 61.062 429159.250 4414678.539 61.086 429154.178 4414686.150 61.142 429150.884 4414691.049 61.166 429145.808 4414698.450 61.211 429142.603 4414703.258 61.230 429137.557 4414710.694 61.264 429134.220 4414715.654 61.295 429129.169 4414723.148 61.353 429127.537 4414725.558 61.366 429125.905 4414727.967 61.380 429125.885 4414727.999 61.380 429120.824 4414735.500 61.429 429117.493 4414740.432 61.458 429112.385 4414747.986 61.498 429109.147 4414752.782 61.520 429104.110 4414760.251 61.553 429100.796 4414765.268 61.578 429096.026 4414772.883 61.621 429093.173 4414778.153 61.642 429089.156 4414786.171 61.706 429086.566 4414791.557 61.737 429082.823 4414799.788 61.765 429080.362 4414805.286 61.792 429077.138 4414813.461 61.842 429075.189 4414819.126 61.864 429072.585 4414827.741 61.916 429071.030 4414833.403 61.952 429068.982 4414842.096 61.989 429067.852 4414847.908 62.014 429066.380 4414856.790 62.048 429065.600 4414862.722 62.081 429064.656 4414871.671 62.113 429064.115 4414877.560 62.128 429063.316 4414886.481 62.177 429062.780 4414892.371 62.204 429061.946 4414901.325 62.249 429061.396 4414907.142 62.276 429060.462 4414916.215 62.316 429059.755 4414922.043 62.343 429058.362 4414931.020 62.391 429057.328 4414936.763 62.413 429055.498 4414945.649 62.456 429054.210 4414951.424 62.484 429052.070 4414960.187 62.518 429050.610 4414965.982 62.551 429048.169 4414974.618 62.584 429046.423 4414980.270 62.617 429044.758 4414985.217 62.643,1,
97,429058.296 4414946.371 62.441 429057.121 4414952.021 62.430 429055.063 4414961.071 62.467 429053.617 4414966.713 62.490 429051.070 4414975.547 62.539 429049.301 4414981.120 62.565 429047.584 4414986.258 62.644,1,
98,429127.805 4415101.779 62.432 429121.780 4415097.167 62.432 429115.783 4415092.883 62.432 429110.422 4415089.392 62.432 429105.306 4415086.251 62.378 429097.657 4415081.713 62.436 429092.503 4415078.935 62.439 429084.805 4415074.827 62.528 429079.281 4415072.026 62.559 429071.019 4415067.945 62.612,1,
99,429040.039 4415043.673 62.659 429048.558 4415047.917 62.659 429061.268 4415054.300 62.659 429066.972 4415057.165 62.626 429074.753 4415060.812 62.558 429080.323 4415063.587 62.552 429088.760 4415067.894 62.477 429093.771 4415070.391 62.462 429101.689 4415074.584 62.438,1,
100,429182.519 4415179.019 61.688 429180.745 4415175.163 61.710 429179.710 4415173.038 61.713 429177.811 4415169.202 61.734 429176.674 4415167.049 61.732 429174.712 4415163.337 61.742 429173.637 4415161.408 61.758 429171.561 4415157.758 61.794 429170.959 4415156.726 61.802 429170.356 4415155.696 61.810 429168.289 4415152.305 61.828 429167.100 4415150.370 61.839 429164.627 4415146.525 61.859,1,
101,429253.150 4415490.077 61.034 429252.012 4415484.583 61.008 429250.373 4415476.079 60.994 429249.184 4415470.310 60.975 429247.402 4415461.559 60.948 429246.239 4415455.811 60.937 429244.464 4415447.125 60.926 429243.299 4415441.355 60.918 429241.514 4415432.517 60.910 429240.341 4415426.664 60.888 429238.579 4415417.917 60.901 429237.379 4415412.035 60.897 429235.599 4415403.282 60.915 429234.389 4415397.378 60.935 429232.631 4415388.621 60.959 429231.458 4415382.785 60.972 429229.683 4415373.960 61.012 429228.523 4415368.200 61.030 429226.772 4415359.476 61.053 429225.585 4415353.660 61.082 429223.829 4415344.902 61.108 429222.647 4415339.136 61.125 429220.911 4415330.388 61.147 429219.719 4415324.530 61.162 429217.941 4415315.683 61.179 429216.760 4415309.861 61.208 429215.005 4415301.118 61.210 429213.863 4415295.404 61.232 429212.137 4415286.795 61.278 429211.107 4415281.995 61.284 429209.170 4415272.157 61.311 429208.004 4415266.493 61.334 429206.162 4415257.425 61.374 429204.998 4415251.673 61.394 429203.231 4415242.922 61.426 429202.042 4415237.120 61.444 429200.287 4415228.437 61.488 429199.075 4415222.592 61.494 429197.282 4415213.853 61.528 429195.956 4415207.955 61.554 429193.724 4415199.322 61.617 429191.955 4415193.660 61.595 429189.038 4415185.376 61.653 429186.822 4415179.929 61.684 429183.161 4415171.883 61.753 429180.484 4415166.566 61.762 429176.239 4415158.692 61.823 429173.270 4415153.543 61.840 429168.555 4415145.987 61.887,1,
102,429158.359 4415118.768 62.005 429166.682 4415128.921 62.005 429170.313 4415133.523 62.047 429175.415 4415140.795 61.912 429178.539 4415145.757 61.941 429183.108 4415153.378 61.806 429186.018 4415158.589 61.815 429190.112 4415166.415 61.764 429192.665 4415171.759 61.737 429196.206 4415180.047 61.643 429198.290 4415185.459 61.565 429201.108 4415194.087 61.515 429202.643 4415199.541 61.587 429204.687 4415208.120 61.530 429205.915 4415213.909 61.544 429207.734 4415222.567 61.506 429208.942 4415228.465 61.479 429210.718 4415237.269 61.453 429211.889 4415243.026 61.427 429213.657 4415251.970 61.391 429213.927 4415253.283 61.367 429214.809 4415257.567 61.344 429216.662 4415266.452 61.315 429217.819 4415272.119 61.409 429219.574 4415281.045 61.283 429220.032 4415283.309 61.256 429220.679 4415286.364 61.238 429222.553 4415295.819 61.193 429223.573 4415300.854 61.176 429225.241 4415312.051 61.189 429226.270 4415317.216 61.159 429228.342 4415324.365 61.128 429229.345 4415330.252 61.113 429231.252 4415338.769 61.082 429232.407 4415344.520 61.058 429234.183 4415353.246 61.047 429235.332 4415358.998 61.032 429237.084 4415367.829 61.004 429238.332 4415373.811 60.986 429240.017 4415382.303 60.962 429241.191 4415388.189 60.935 429243.000 4415397.017 60.922 429244.148 4415402.764 60.911 429245.941 4415411.492 60.915 429247.070 4415417.379 60.911 429248.412 4415426.131 60.913 429249.589 4415432.238 60.934 429251.316 4415440.858 60.929 429252.505 4415446.585 60.932 429253.903 4415453.878 60.932,1,
103,429254.271 4415440.403 60.887 429255.428 4415445.974 60.886 429256.870 4415453.288 60.919,1,
104,429429.017 4415369.984 60.284 429426.144 4415372.705 60.298 429424.670 4415374.078 60.296 429421.704 4415376.818 60.308 429420.249 4415378.150 60.309 429417.441 4415380.767 60.324 429415.895 4415382.162 60.335 429413.117 4415384.758 60.334 429411.789 4415385.966 60.340 429408.832 4415388.678 60.358 429407.373 4415390.021 60.370 429404.417 4415392.734 60.385 429403.006 4415394.043 60.392 429400.003 4415396.811 60.409 429398.611 4415398.111 60.423 429395.660 4415400.807 60.429 429394.219 4415402.134 60.437 429391.136 4415404.953 60.455,1,
